PAC,long,lat
NODE#462788886,-43.169552940315896,-19.818596933002027
NODE#461572162,-43.16277709458723,-19.813513886556564
NODE#460897203,-43.16726768745377,-19.8380854377927
NODE#461137390,-43.1721770945972,-19.814486626556516
NODE#462475384,-43.14399797952308,-19.82295812511734
NODE#420686725,-43.151918281803205,-19.8215046543163
NODE#461787485,-43.17830656339714,-19.80763871005837
NODE#464496311,-43.163281096245555,-19.812019555957704
NODE#420661259,-43.15732940992427,-19.825733965350196
NODE#456835093,-43.16340820102761,-19.827540063922754
NODE#464751070,-43.1523135266479,-19.821996544804676
NODE#465784031,-43.14414226585285,-19.823691249751334
NODE#461385081,-43.1632435207718,-19.814458121644975
NODE#2316029031,-43.170598186357154,-19.808996269062504
NODE#461449689,-43.16734266842934,-19.834048269611912
NODE#455138539,-43.17039572558224,-19.8166814966537
NODE#462100492,-43.14347698067809,-19.82179641687111
NODE#460795176,-43.16368158593639,-19.807895510569324
NODE#462476054,-43.17254596232624,-19.816459664481897
NODE#499845775,-43.142162380489424,-19.824032030753585
NODE#420713007,-43.167183054953966,-19.833820814878663
NODE#460625042,-43.148055917546515,-19.81791452293686
NODE#463140044,-43.14154348954037,-19.823077055961335
NODE#420711276,-43.168972794858576,-19.815917157450826
NODE#463141555,-43.155844769520456,-19.81789580714576
NODE#460794791,-43.14136385176033,-19.822108621016014
NODE#420661169,-43.16374293768638,-19.828311306321666
NODE#463881839,-43.16076724561185,-19.83140617745306
NODE#461571983,-43.16433240641538,-19.8110638014532
NODE#461571898,-43.164806588353315,-19.813823795631606
NODE#1679757381,-43.16320426626385,-19.813717071285794
NODE#465892880,-43.156238666281354,-19.821820310059195
NODE#461447961,-43.1584494543788,-19.821310136353645
NODE#462398507,-43.13791435276511,-19.823247005344967
NODE#461571008,-43.140243181377684,-19.823262229967895
NODE#420661631,-43.141467119112235,-19.823898296169375
NODE#420684919,-43.13613034513929,-19.820708133773337
NODE#461446307,-43.16433611162222,-19.813231840277183
NODE#464614631,-43.16356463719819,-19.828878546507667
NODE#462233133,-43.16159271802945,-19.823546704416856
NODE#420683218,-43.15555180007544,-19.81847088312469
NODE#420661586,-43.15427844099719,-19.816325890327505
NODE#462235063,-43.18144849515187,-19.808321144405227
NODE#462234012,-43.171373778776854,-19.819636426080137
NODE#420712167,-43.16473054258046,-19.815458082324596
NODE#462318474,-43.1507879518025,-19.817726089787186
NODE#2486161605,-43.158221755929276,-19.8286427892333
NODE#462101432,-43.148410433894355,-19.818622838872898
NODE#461571463,-43.15054976995589,-19.819340564415484
NODE#463461305,-43.17346612795939,-19.81444557969968
NODE#462232783,-43.181414678844305,-19.808657420703355
NODE#466005166,-43.150995164595145,-19.81796305035442
NODE#420684916,-43.13651820205337,-19.822645292346294
NODE#462586422,-43.14057839107983,-19.822344394478193
NODE#420683200,-43.143132620374104,-19.82185605541258
NODE#460897397,-43.16399444748572,-19.828855911471067
NODE#420452403,-43.186225094012855,-19.80877622204497
NODE#462684086,-43.15427818019384,-19.82048121953261
NODE#420686749,-43.13830578268568,-19.82242005534124
NODE#461667978,-43.161565629550125,-19.826735165295588
NODE#464188519,-43.16220024244717,-19.808891957597723
NODE#461448371,-43.154882674795545,-19.818554348304474
NODE#1981522617,-43.15422213714186,-19.824789946099088
NODE#461262918,-43.1384561259494,-19.8201633496588
NODE#460896923,-43.155769755269944,-19.83018925263184
NODE#451004517,-43.16240556846219,-19.814286964471762
NODE#420685264,-43.14321090455957,-19.819228268769564
NODE#460897597,-43.14901068099806,-19.820363456008636
NODE#463138410,-43.169736695192285,-19.815888838698925
NODE#461669038,-43.154436762146815,-19.81667078213087
NODE#461667598,-43.158797827457704,-19.830843859256674
NODE#420422181,-43.16145208744382,-19.81349986342792
NODE#462789176,-43.14229360146851,-19.82424116449812
NODE#462584727,-43.150618053680205,-19.817561758468344
NODE#463333082,-43.156083407323365,-19.828656891502305
NODE#463141239,-43.15158059446884,-19.81603600465786
NODE#463570475,-43.16196727217181,-19.825835995234968
NODE#420661514,-43.15768291993078,-19.82156422810658
NODE#456571084,-43.15176218287837,-19.819316992285337
NODE#461017935,-43.15144292894797,-19.818862055839134
NODE#420685234,-43.15283098935862,-19.817693063983654
NODE#420684883,-43.13961924523193,-19.82110589582038
NODE#461572667,-43.16576164948049,-19.83705821776249
NODE#464052277,-43.1633056144625,-19.828993329678383
NODE#462100493,-43.143809363811044,-19.821944436286685
NODE#461570908,-43.14291277390532,-19.823524900353846
NODE#420661295,-43.16046260386605,-19.831339756224736
NODE#465485795,-43.158923758624496,-19.831505248568305
NODE#465484611,-43.16899071564899,-19.817687846117167
NODE#463461515,-43.16805002478878,-19.809810242748483
NODE#511987387,-43.17029182151032,-19.815759069225635
NODE#463568001,-43.15159166152591,-19.821681916986847
NODE#463775483,-43.167291493407674,-19.83767914837398
NODE#463037586,-43.14060381401475,-19.823446663832442
NODE#464495411,-43.16741450987172,-19.810300498269328
NODE#2488240409,-43.165821743978256,-19.81581313286972
NODE#461898100,-43.150910987152315,-19.822767909511356
NODE#464613896,-43.17143512962747,-19.816773502694957
NODE#499845745,-43.147455364673306,-19.81784504851015
NODE#511972364,-43.14769489999958,-19.817766233724683
NODE#511970034,-43.14788660578216,-19.817695992176255
NODE#1214420812,-43.17075114574874,-19.818157555726543
NODE#464980520,-43.1512204510629,-19.81912171439558
NODE#462235383,-43.149797241549436,-19.819206309123842
NODE#461264538,-43.16702483542775,-19.837622223087067
NODE#462235663,-43.136749294544245,-19.821654092862047
NODE#463139875,-43.18193361914115,-19.808461600522378
NODE#463038617,-43.164225697358006,-19.812878380632696
NODE#463463360,-43.17158062734404,-19.81656720091553
NODE#460896742,-43.166163837990666,-19.81865253268819
NODE#464495727,-43.142394812970224,-19.82374537814661
NODE#463773611,-43.16965058510635,-19.815906085897097
NODE#465203647,-43.14909904388571,-19.818503540206166
NODE#420685021,-43.154860456145116,-19.819656159004467
NODE#420683233,-43.14389220126401,-19.823851261626373
NODE#461140255,-43.16491641176293,-19.830861705403322
NODE#1981522197,-43.15266137362346,-19.82236801157444
NODE#420661709,-43.15253697310277,-19.815874279574302
NODE#462099543,-43.1613842057165,-19.808477094941907
NODE#461571228,-43.15141341769504,-19.818942985830063
NODE#460900723,-43.166520093627355,-19.810887563110498
NODE#460896742,-43.166163837990666,-19.81865253268819
NODE#462233253,-43.15622313319102,-19.828956434092106
NODE#462233292,-43.158689924100656,-19.830264578047775
NODE#461263027,-43.1479915530677,-19.81852810608717
NODE#461570958,-43.16435958392759,-19.815345864919664
NODE#461899371,-43.16688468238215,-19.834034599017514
NODE#461898086,-43.17086743258591,-19.816334031889994
NODE#463140205,-43.16844780392296,-19.837573631817634
NODE#463237897,-43.13858257152839,-19.819965922389372
NODE#464049882,-43.17259094011973,-19.814192719118637
NODE#420683410,-43.159356771397825,-19.821265345619167
NODE#466468247,-43.155225710398156,-19.82026519428325
NODE#465484610,-43.16906862391784,-19.81755317264077
NODE#461139711,-43.17213277330882,-19.815028138038087
NODE#420683284,-43.15825577728225,-19.82983556455963
NODE#420685051,-43.14280172471979,-19.8240476933463
NODE#2488240453,-43.166174798927784,-19.815804757483534
NODE#2520295561,-43.18619805229821,-19.80865166234429
NODE#420685423,-43.14003178673755,-19.823386567536033
NODE#464052327,-43.163320651127094,-19.813555666360855
NODE#461571698,-43.164219455163675,-19.814251356714692
NODE#420684850,-43.13713631598813,-19.82202849771693
NODE#463036545,-43.151394079573095,-19.81813888849888
NODE#462233457,-43.14779088194359,-19.818544149992476
NODE#461450338,-43.17358476472509,-19.80824090149639
NODE#464613800,-43.17347947120061,-19.814951594040792
NODE#463881255,-43.163513982883956,-19.813349828631658
NODE#461666291,-43.147862646943565,-19.819088400808994
NODE#463460505,-43.15673102801446,-19.82629690138083
NODE#463037625,-43.156544020290255,-19.82347658877353
NODE#453093567,-43.162700456161076,-19.825997118672035
NODE#461572522,-43.16450378751972,-19.812763869057278
NODE#461449933,-43.16738943857172,-19.83663226286859
NODE#420661331,-43.16323260929744,-19.828694520036038
NODE#460898922,-43.13870138186326,-19.82287584254607
NODE#462890112,-43.18192741291972,-19.80817246308868
NODE#461263028,-43.14790243115226,-19.81880720259028
NODE#464497901,-43.16048596555481,-19.824330181192863
NODE#461571698,-43.164219455163675,-19.814251356714692
NODE#463464050,-43.15773358413753,-19.82958629047488
NODE#464404258,-43.15656742964313,-19.828074702785273
NODE#465784835,-43.166604786381754,-19.835964780650045
NODE#466002230,-43.1555842808898,-19.818968049935506
NODE#462098832,-43.16219217372981,-19.813751754539794
NODE#463240368,-43.158297816091306,-19.830323787612656
NODE#461786200,-43.16432592230342,-19.814957094294414
NODE#465486100,-43.16517994909532,-19.813728349683572
NODE#511974500,-43.146437997615465,-19.818331374892978
NODE#420661619,-43.14885403708411,-19.81822998892278
NODE#461572172,-43.14313593797311,-19.82239811098401
NODE#466898636,-43.13966072915929,-19.823283335257656
NODE#464306002,-43.16476712250466,-19.83056207737792
NODE#420710514,-43.16823322478348,-19.809649471845603
NODE#461571053,-43.15231592424044,-19.818482630968617
NODE#420685243,-43.1513026922654,-19.82108273288179
NODE#463570010,-43.15103756583096,-19.820077259358015
NODE#738615250,-43.15586064255456,-19.82231326804282
NODE#511989550,-43.14554784325833,-19.818538877267315
NODE#455138485,-43.1614537628808,-19.824837015715673
NODE#460897993,-43.15882773711036,-19.822443245259535
NODE#420684997,-43.17121033598818,-19.818062914671714
NODE#461900010,-43.14238924976405,-19.82258006451832
NODE#420683215,-43.15634386177976,-19.829246761328932
NODE#462102293,-43.15477850272566,-19.81931209098019
NODE#420685009,-43.170173513896486,-19.817754213386195
NODE#461572173,-43.143009300838514,-19.822613607432004
NODE#512004647,-43.17112647780465,-19.815388227484675
NODE#462585707,-43.16755414850513,-19.836417204390443
NODE#465485486,-43.15862107830009,-19.829613492268834
NODE#420661262,-43.15681414785462,-19.826541608708226
NODE#461789521,-43.140910089828765,-19.821733579441116
NODE#1981522607,-43.154416021082454,-19.825104735794866
NODE#1981522236,-43.1528412677103,-19.82258013556475
NODE#463676902,-43.15481133247698,-19.818120045004036
NODE#464982359,-43.15640507863145,-19.826419977200146
NODE#461571393,-43.148106693269256,-19.818475102743776
NODE#461018420,-43.156111686505085,-19.83116844436819
NODE#462232513,-43.16362162723624,-19.808960736848462
NODE#420686605,-43.13855476718874,-19.82317235531991
NODE#420711207,-43.166947918211804,-19.836004457839408
NODE#420684910,-43.13681818980757,-19.8206611405991
NODE#460897892,-43.15896024322063,-19.82171287345028
NODE#456206120,-43.15747742484325,-19.81702742087873
NODE#461899370,-43.16678680556657,-19.834241350457887
NODE#461788771,-43.15425222036362,-19.816117862749138
NODE#420685156,-43.13679913767004,-19.823108915344108
NODE#451006796,-43.1428071548263,-19.82194297848565
NODE#1214420878,-43.17075407124332,-19.81873574066185
NODE#420712884,-43.164299709763725,-19.81058470202231
NODE#461018211,-43.18274091266295,-19.807973011445256
NODE#451004281,-43.15022799972235,-19.81910232051564
NODE#463777269,-43.15559544417437,-19.819654720089204
NODE#420683221,-43.15541669762246,-19.81860500261871
NODE#461897355,-43.15499710633134,-19.819395582240304
NODE#452988751,-43.17979829315664,-19.808232082744382
NODE#463139945,-43.16193924030364,-19.81250259172117
NODE#462233297,-43.15136999213138,-19.81608809159212
NODE#463570155,-43.16451269260665,-19.814480271047614
NODE#461571463,-43.15054976995589,-19.819340564415484
NODE#499845749,-43.14727194164675,-19.81802386520917
NODE#463882159,-43.163662195653785,-19.81373978456338
NODE#511972353,-43.14793317357703,-19.817795811527446
NODE#462892634,-43.15248302726985,-19.817706793933326
NODE#461450370,-43.17032923330743,-19.8174938083925
NODE#462476146,-43.1510805498275,-19.82213736065063
NODE#420661262,-43.15681414785462,-19.826541608708226
NODE#461994147,-43.15050488659119,-19.823215328524554
NODE#461898101,-43.15061261458044,-19.822981578536996
NODE#463955034,-43.14926389771068,-19.81910135284511
NODE#461018300,-43.15428772739665,-19.8180061620547
NODE#420711327,-43.166552061828156,-19.815594256769486
NODE#420686257,-43.1687505031332,-19.83698047137159
NODE#466107587,-43.16150156544484,-19.813211708953133
NODE#420685264,-43.14321090455957,-19.819228268769564
NODE#2566408150,-43.186350827328795,-19.80835038406292
NODE#463140784,-43.16862854786916,-19.809301284027015
NODE#420661337,-43.1630552818757,-19.830002442758484
NODE#461789435,-43.171783971253205,-19.8146452246973
NODE#461570918,-43.13695822863929,-19.82256861435002
NODE#463460505,-43.15673102801446,-19.82629690138083
NODE#462232782,-43.18168437563338,-19.808558433225073
NODE#461899651,-43.16107208161122,-19.824001992497926
NODE#464185882,-43.16269647756036,-19.813052395851344
NODE#461571538,-43.15532865219552,-19.81878474202216
NODE#462398532,-43.13805112975581,-19.822977409279986
NODE#461450371,-43.17049440099578,-19.817233583263203
NODE#461017595,-43.1624851063026,-19.81234556469599
NODE#463882159,-43.163662195653785,-19.81373978456338
NODE#461446872,-43.140795432563095,-19.82174141433478
NODE#1981522444,-43.153475929170725,-19.823583644969176
NODE#466801164,-43.17347975988298,-19.808239814215995
NODE#462233243,-43.14987682615458,-19.817274038366122
NODE#466006020,-43.15851069191484,-19.82096753152632
NODE#461447427,-43.16191858287624,-19.82757885527991
NODE#464494956,-43.16496937643552,-19.810447097655413
NODE#420685015,-43.16979548477377,-19.819087243381546
NODE#460794216,-43.16082936268492,-19.823520794049386
NODE#460899713,-43.1491190511033,-19.819244408002987
NODE#461447507,-43.162067459345735,-19.82459942562292
NODE#420661235,-43.16121200532973,-19.82428346680848
NODE#420683419,-43.15727375807745,-19.83055716258292
NODE#462102883,-43.16720267006713,-19.81046099577827
NODE#461449934,-43.16723417871435,-19.83684750121114
NODE#463332991,-43.135599834164964,-19.820368379796832
NODE#420683497,-43.17034472323036,-19.81864123720328
NODE#420182804,-43.17161944478153,-19.819015616877152
NODE#464497867,-43.15821789244171,-19.823177717077954
NODE#462234187,-43.16481525062329,-19.813065135647435
NODE#420684853,-43.136997039781534,-19.820870740192447
NODE#420712233,-43.16297845009535,-19.815096802175617
NODE#420684841,-43.13812627440802,-19.820620604557234
NODE#420683182,-43.150824198078226,-19.819542126767715
NODE#462475509,-43.14025205049171,-19.82168159502953
NODE#465783173,-43.148928701498335,-19.819197315903352
NODE#420685159,-43.13655548974401,-19.823539992776375
NODE#461448598,-43.14192497475773,-19.823930184330493
NODE#461447621,-43.18609202222899,-19.80872970731008
NODE#460795945,-43.151749863964994,-19.817085634894113
NODE#420661631,-43.141467119112235,-19.823898296169375
NODE#462889237,-43.17271225236851,-19.808584293230524
NODE#461450360,-43.17200220973416,-19.808911248055608
NODE#452855610,-43.17100453423183,-19.81769951751869
NODE#460795175,-43.1633766950784,-19.807847158519508
NODE#511987377,-43.17066614452693,-19.815573193747866
NODE#461995121,-43.16936029743971,-19.817086468565606
NODE#462101348,-43.17024268705035,-19.81837819809533
NODE#512004687,-43.14604591298843,-19.81839046934465
NODE#463333462,-43.14992188668566,-19.818331328128238
NODE#462318253,-43.142829723313014,-19.81917905696787
NODE#462233403,-43.13903035116971,-19.823312826725555
NODE#511974496,-43.14677494210986,-19.81808194972217
NODE#511972359,-43.147750623792206,-19.81790236680075
NODE#511974470,-43.148403666495994,-19.817556794210645
NODE#511976747,-43.1457685773579,-19.81844181613684
NODE#420686059,-43.15551525252687,-19.827431529241608
NODE#462232927,-43.16238695609309,-19.826698481050016
NODE#465204472,-43.150269826291435,-19.817955530223514
NODE#420661625,-43.14585158118547,-19.818686616993716
NODE#420712887,-43.164163080261915,-19.81084528508177
NODE#461450339,-43.173830276046374,-19.808469258249602
NODE#465485725,-43.18162079806132,-19.808277786290773
NODE#461571268,-43.148532537546544,-19.81961772467821
NODE#463774491,-43.162969647531156,-19.812540264321683
NODE#461016946,-43.15697922561071,-19.83126773132068
NODE#461785396,-43.156862054739975,-19.82735510215622
NODE#420683200,-43.143132620374104,-19.82185605541258
NODE#461900256,-43.1556051046918,-19.82212996102885
NODE#461570857,-43.149763087096744,-19.818031596680783
NODE#420661565,-43.155851062076806,-19.829765538848505
NODE#464185936,-43.16394957221496,-19.815314577505717
NODE#461571007,-43.140287892971855,-19.82352473128128
NODE#420683233,-43.14389220126401,-19.823851261626373
NODE#1214420846,-43.17067386250869,-19.8185120253097
NODE#463140785,-43.16842606551046,-19.809479848915828
NODE#460794216,-43.16082936268492,-19.823520794049386
NODE#464404313,-43.155692004382445,-19.82783079855244
NODE#461900330,-43.18446969022398,-19.80871321824037
NODE#420661226,-43.16241378556771,-19.829345434044512
NODE#462585257,-43.15113899227066,-19.82038547141235
NODE#465892280,-43.15735265829852,-19.825372838985288
NODE#420685252,-43.1488016470783,-19.81863591141814
NODE#461571258,-43.14017226983435,-19.821156776763814
NODE#463141549,-43.15915965079722,-19.822636402547914
NODE#461571737,-43.16110872718599,-19.830768321600715
NODE#465784180,-43.171570678144235,-19.809037771875637
NODE#420661709,-43.15253697310277,-19.815874279574302
NODE#463332977,-43.14887216022197,-19.818311466600846
NODE#463461304,-43.17315253885852,-19.81432498061332
NODE#464404173,-43.15552075547845,-19.83025895278837
NODE#464186287,-43.16272897006587,-19.812718458689858
NODE#463567535,-43.184560843707914,-19.808244416046932
NODE#461571902,-43.163042887419294,-19.80865673362132
NODE#420684970,-43.13697906143449,-19.823237221620445
NODE#463333462,-43.14992188668566,-19.818331328128238
NODE#464495146,-43.166547982503346,-19.835919069909096
NODE#460625323,-43.15723864854476,-19.81787412179324
NODE#461141160,-43.17883015228966,-19.807761561047187
NODE#456455532,-43.15599059548953,-19.830083147019593
NODE#420685456,-43.136919378826235,-19.821800371190136
NODE#461446507,-43.1517357778838,-19.820780111013278
NODE#420711570,-43.17937264403224,-19.807893532960122
NODE#461994337,-43.18614710750296,-19.808920025438795
NODE#461017081,-43.1563762049978,-19.831406038058162
NODE#464404147,-43.15523389243015,-19.817898527594934
NODE#511976731,-43.14817367837253,-19.817635701626273
NODE#465386516,-43.17174048003909,-19.819287869539494
NODE#461571038,-43.140468017285116,-19.823625934689062
NODE#420661226,-43.16241378556771,-19.829345434044512
NODE#462101433,-43.14862288343926,-19.81840825613608
NODE#461571458,-43.15350260576059,-19.815739740096888
NODE#420712314,-43.16257581642077,-19.809437842482396
NODE#420661382,-43.15754814123369,-19.820009136612327
NODE#420661331,-43.16323260929744,-19.828694520036038
NODE#466107618,-43.15780158637409,-19.823688288283847
NODE#461017596,-43.16219804720208,-19.81240587593038
NODE#420661181,-43.16293460634694,-19.80894468754724
NODE#461666940,-43.14345900862628,-19.824984966782722
NODE#461900388,-43.157052859401915,-19.82488196473082
NODE#461786220,-43.143661619588045,-19.823975326699895
NODE#463774067,-43.17354019792174,-19.81464511498001
NODE#420683305,-43.15324446795779,-19.8157732146621
NODE#420685015,-43.16979548477377,-19.819087243381546
NODE#462475160,-43.14743296885638,-19.818133912549968
NODE#463880900,-43.16211635998201,-19.82615369153956
NODE#463570551,-43.15614864144658,-19.827139943853297
NODE#463238818,-43.13935583290532,-19.821590896602572
NODE#511974490,-43.146831055308894,-19.818181861703522
NODE#462396467,-43.14853942725273,-19.819021655824713
NODE#461991901,-43.16223384201817,-19.830048252424888
NODE#464982680,-43.166431333239416,-19.818628163758717
NODE#463141395,-43.16019657451227,-19.823767141740177
NODE#463880874,-43.16152214642989,-19.829679558264957
NODE#420683221,-43.15541669762246,-19.81860500261871
NODE#462585647,-43.15795280467813,-19.822994231998166
NODE#462398216,-43.139003863437495,-19.822309917168923
NODE#420709524,-43.16946919005102,-19.817575325640746
NODE#463237048,-43.154337232377316,-19.819506235724134
NODE#460897893,-43.15925406522291,-19.821896631924005
NODE#461995021,-43.14252481806585,-19.819130761575366
NODE#461572298,-43.1638648812592,-19.8135431594892
NODE#460899647,-43.170141228235025,-19.808892187824142
NODE#463240967,-43.16315684411302,-19.815351541440464
NODE#511987401,-43.147895860705376,-19.817723182278996
NODE#462099957,-43.150976652950135,-19.816264622214476
NODE#462683562,-43.14617713486683,-19.818599600391224
NODE#461571903,-43.16317045265424,-19.808350895777153
NODE#462788885,-43.16948899492115,-19.818352413632965
NODE#462398467,-43.15176199581941,-19.82098813949102
NODE#464495806,-43.13887450855168,-19.82112524653286
NODE#420661205,-43.15939648545941,-19.822792333299503
NODE#420683293,-43.157076900978154,-19.819480302873615
NODE#462233578,-43.144896345589814,-19.82697812883754
NODE#466801960,-43.160360129716196,-19.82199836952907
NODE#420711543,-43.16630863693399,-19.81102087141602
NODE#463038617,-43.164225697358006,-19.812878380632696
NODE#461447507,-43.162067459345735,-19.82459942562292
NODE#464982939,-43.17005469007182,-19.817292273019916
NODE#420685255,-43.147566555052435,-19.818957358795046
NODE#462788146,-43.14283902500097,-19.82330737863259
NODE#462234157,-43.16889630841786,-19.836756198439787
NODE#463570515,-43.16658471890963,-19.832721671567867
NODE#463777658,-43.15752657728967,-19.827669068972284
NODE#420661556,-43.15620976746675,-19.827628350368002
NODE#420683224,-43.15403961613532,-19.818003598986877
NODE#464614141,-43.16340783860085,-19.829229273112446
NODE#511989545,-43.14629509264438,-19.818302805230246
NODE#420684847,-43.137301928840884,-19.821741113061876
NODE#461450361,-43.171772243194425,-19.80899018424958
NODE#465083327,-43.1372704579652,-19.82198471871976
NODE#463676127,-43.15187711173928,-19.815984924064935
NODE#460897943,-43.151558513414614,-19.82124797971045
NODE#461264368,-43.1506389854008,-19.819052433323122
NODE#466364545,-43.172242104789234,-19.80880530522063
NODE#463777674,-43.1621119191297,-19.80910783266029
NODE#450854669,-43.15917189596621,-19.831516206807464
NODE#460900072,-43.16659854418742,-19.815703104414695
NODE#463236858,-43.13647219003951,-19.820043222716492
NODE#420685129,-43.151174368002614,-19.82062972188413
NODE#420683314,-43.15145378646304,-19.819575734432533
NODE#462584662,-43.13947505153237,-19.823651739835896
NODE#464404153,-43.14354493704917,-19.819231675401454
NODE#420712275,-43.16368053912555,-19.80881685071705
NODE#463567806,-43.16002439660855,-19.831263021571147
NODE#464496286,-43.14943786886249,-19.81891349975814
NODE#465785258,-43.16911545251605,-19.816794876882
NODE#420661334,-43.163164047682585,-19.813066258900676
NODE#461446332,-43.14375194569567,-19.82524092013233
NODE#420685021,-43.154860456145116,-19.819656159004467
NODE#466801796,-43.16192387088989,-19.824634097185765
NODE#463237043,-43.15468626465935,-19.82069318434293
NODE#464614075,-43.13969560936482,-19.822741649307602
NODE#1946105962,-43.15654914732522,-19.815581527765232
NODE#461018546,-43.17202574948868,-19.815207704771694
NODE#420683251,-43.174525436699525,-19.80777177194966
NODE#464307363,-43.16692923569565,-19.836799245388818
NODE#420684841,-43.13812627440802,-19.820620604557234
NODE#420684919,-43.13613034513929,-19.820708133773337
NODE#461995126,-43.168198230364,-19.81687575381295
NODE#420683218,-43.15555180007544,-19.81847088312469
NODE#461666861,-43.157041401139736,-19.815938923742294
NODE#460896513,-43.167863274270644,-19.817784696806257
NODE#420684970,-43.13697906143449,-19.823237221620445
NODE#464404137,-43.14982593531863,-19.818375572974276
NODE#461571073,-43.13903230000062,-19.82315023919216
NODE#465683497,-43.16970439424233,-19.817875858384127
NODE#463678431,-43.1613315800883,-19.823011037629215
NODE#464052277,-43.1633056144625,-19.828993329678383
NODE#463331242,-43.154961182912245,-19.820849576446733
NODE#420712167,-43.16473054258046,-19.815458082324596
NODE#461264537,-43.16669163301242,-19.837546505566706
NODE#463237898,-43.13880390007989,-19.819805638919036
NODE#464404313,-43.155692004382445,-19.82783079855244
NODE#420685033,-43.15010685744545,-19.818017107703326
NODE#464613481,-43.1578586735389,-19.823706903350853
NODE#460897993,-43.15882773711036,-19.822443245259535
NODE#420686473,-43.15872389329297,-19.82151177784624
NODE#465485571,-43.15604435066621,-19.81880118342781
NODE#499845774,-43.142152053574364,-19.82410420044846
NODE#463462999,-43.14651213592629,-19.81852179824233
NODE#463139830,-43.13661872557367,-19.82302577302096
NODE#463568440,-43.15803965580545,-19.830366302163043
NODE#511974501,-43.146428840718386,-19.81829515199962
NODE#511970029,-43.14822024526808,-19.817735611808985
NODE#511972354,-43.14794233047411,-19.817832034420803
NODE#460624707,-43.1566685179377,-19.830894099882755
NODE#466364304,-43.13745945678846,-19.821327268438665
NODE#463567906,-43.17099844222429,-19.815730200088638
NODE#2316029025,-43.17076656822252,-19.80904367322688
NODE#462584726,-43.15042421740367,-19.817812656728677
NODE#462789140,-43.17786859985597,-19.807543951192372
NODE#464049433,-43.18650814033839,-19.809068241805846
NODE#460624783,-43.16281320506533,-19.82781397223698
NODE#460899712,-43.14904267617851,-19.819252706047507
NODE#1981522514,-43.154017803079114,-19.824461505593945
NODE#461262608,-43.14774926491663,-19.818019792179598
NODE#461991947,-43.15742259587603,-19.82427148693955
NODE#464496312,-43.16348243106927,-19.81194035626237
NODE#461571348,-43.15011019662825,-19.81855916417402
NODE#462235733,-43.156464688394635,-19.829527964943566
NODE#462585892,-43.13945538605719,-19.82206170428418
NODE#420261732,-43.18482679572003,-19.808364546586517
NODE#461261907,-43.13677869787858,-19.822404086978963
NODE#420683494,-43.17071765769373,-19.819412922967956
NODE#461264403,-43.15821241467114,-19.82200328072679
NODE#461899231,-43.1383174990533,-19.820595446022992
NODE#463675611,-43.1680559360326,-19.836783696110615
NODE#464052488,-43.1569544951538,-19.820996613802663
NODE#461667978,-43.161565629550125,-19.826735165295588
NODE#463677562,-43.15132236043854,-19.817731590940127
NODE#461898085,-43.17116097040241,-19.816544870749112
NODE#462233858,-43.137639688121055,-19.820606496892253
NODE#464049432,-43.18618510116147,-19.808938451648203
NODE#420685456,-43.136919378826235,-19.821800371190136
NODE#461449773,-43.16283093340081,-19.826269467561815
NODE#420684910,-43.13681818980757,-19.8206611405991
NODE#420686323,-43.15944760562246,-19.82166369852081
NODE#463678871,-43.17070471015421,-19.817208663948634
NODE#420686677,-43.1673298566875,-19.8185199249545
NODE#455138540,-43.170601810625044,-19.817026919956334
NODE#463142155,-43.17106944190118,-19.81953388897773
NODE#462788706,-43.174247455355726,-19.807877355955156
NODE#420685225,-43.1560353835261,-19.82206209009331
NODE#461017935,-43.15144292894797,-19.818862055839134
NODE#420685423,-43.14003178673755,-19.823386567536033
NODE#460625474,-43.16353803075549,-19.82952871947475
NODE#511972363,-43.14770405779598,-19.81780245751736
NODE#463570455,-43.16533080946925,-19.83135375147441
NODE#463570725,-43.141228935466984,-19.823859678381382
NODE#420661208,-43.15745455688227,-19.831435255232805
NODE#463882825,-43.138674215142885,-19.821927038901663
NODE#461667597,-43.158724831285895,-19.830544957883433
NODE#460897202,-43.16733596308421,-19.8379596163432
NODE#420661223,-43.15671837545261,-19.82326154198654
NODE#420683260,-43.16071837015659,-19.82321249566013
NODE#420685123,-43.154749247779534,-19.817712840974764
NODE#420684886,-43.137380547574196,-19.821543222641594
NODE#460897598,-43.14926620716966,-19.820555804806474
NODE#456696086,-43.15094471712496,-19.81985052318305
NODE#462475509,-43.14025205049171,-19.82168159502953
NODE#460796050,-43.17361547837157,-19.815576303603507
NODE#463141375,-43.15222777719015,-19.818680435053977
NODE#420661544,-43.157645456872274,-19.823984724615286
NODE#462233323,-43.14958917260219,-19.817388437526347
NODE#465084827,-43.16754056604424,-19.83427617940214
NODE#463570550,-43.15582269026493,-19.827263018773237
NODE#465384589,-43.13837565731069,-19.82051479572118
NODE#463460505,-43.15673102801446,-19.82629690138083
NODE#462586296,-43.16830522810375,-19.836686880495108
NODE#461571233,-43.140432363662626,-19.822595745097487
NODE#511976721,-43.14844194883682,-19.81754822007423
NODE#461571497,-43.1601047726171,-19.823450083054865
NODE#461570907,-43.143023637830595,-19.823842241426235
NODE#463567536,-43.18424735263318,-19.808114802156354
NODE#461017025,-43.136102974272774,-19.82059946329457
NODE#420217200,-43.171421984237156,-19.816249421873295
NODE#420684958,-43.13996604000073,-19.821651456049835
